date,region,confirmed,death,released
20221011,Sejong,195948,44,7324
20221011,Gyeonggi,6717411,7195,230429
20221011,Gangwon,734152,1059,23990
20221011,Chungbuk,782893,870,29494
20221011,Chungnam,1006717,1247,23480
20221011,Jeonbuk,847094,1022,30386
20221011,Jeonnam,829468,721,6933
20221011,Gyeongbuk,1134002,1692,23516
20221011,Gyeongnam,1508113,1514,56646
20221011,Jeju,335516,219,11681
20221011,Quarantine,14037,16,8741
20221012,Seoul,4881109,5540,281356
20221012,Busan,1484802,2487,45415
20221012,Daegu,1092648,1667,63295
20221012,Incheon,1442349,1548,76263
20221012,Gwangju,736473,664,13751
20221012,Daejeon,724942,789,17009
20221012,Ulsan,537165,421,19815
20221012,Sejong,196187,44,7324
20221012,Gyeonggi,6725901,7198,230429
20221012,Gangwon,735184,1059,23990
20221012,Chungbuk,783836,871,29494
20221012,Chungnam,1007747,1248,23480
20221012,Jeonbuk,847976,1022,30386
20221012,Jeonnam,830199,722,6933
20221012,Gyeongbuk,1135485,1693,23516
20221012,Gyeongnam,1509657,1515,56646
20221012,Jeju,335695,219,11681
20221012,Quarantine,14064,16,8741
20221013,Seoul,4886352,5540,281356
20221013,Busan,1486005,2487,45415
20221013,Daegu,1093898,1672,63295
20221013,Incheon,1444007,1549,76263
20221013,Gwangju,737164,665,13751
20221013,Daejeon,725670,789,17009
20221013,Ulsan,537702,421,19815
20221013,Sejong,196416,44,7324
20221013,Gyeonggi,6733333,7208,230429
20221013,Gangwon,736256,1062,23990
20221013,Chungbuk,784874,871,29494
20221013,Chungnam,1008713,1248,23480
20221013,Jeonbuk,848798,1024,30386
20221013,Jeonnam,830845,722,6933
20221013,Gyeongbuk,1137183,1695,23516
20221013,Gyeongnam,1511073,1516,56646
20221013,Jeju,335966,219,11681
20221013,Quarantine,14089,16,8741
20221014,Seoul,4891182,5549,281356
20221014,Busan,1487118,2489,45415
20221014,Daegu,1094867,1673,63295
20221014,Incheon,1445416,1550,76263
20221014,Gwangju,737679,666,13751
20221014,Daejeon,726405,789,17009
20221014,Ulsan,538190,423,19815
20221014,Sejong,196588,45,7324
20221014,Gyeonggi,6739926,7213,230429
20221014,Gangwon,737158,1065,23990
20221014,Chungbuk,785652,872,29494
20221014,Chungnam,1009607,1252,23480
20221014,Jeonbuk,849502,1026,30386
20221014,Jeonnam,831494,722,6933
20221014,Gyeongbuk,1138644,1698,23516
20221014,Gyeongnam,1512263,1516,56646
20221014,Jeju,336115,219,11681
20221014,Quarantine,14109,16,8741
20221015,Seoul,4895754,5554,281356
20221015,Busan,1488295,2491,45415
20221015,Daegu,1095976,1675,63295
20221015,Incheon,1446811,1550,76263
20221015,Gwangju,738225,667,13751
20221015,Daejeon,727106,789,17009
20221015,Ulsan,538651,423,19815
20221015,Sejong,196767,45,7324
20221015,Gyeonggi,6746356,7217,230429
20221015,Gangwon,737961,1065,23990
20221015,Chungbuk,786426,879,29494
20221015,Chungnam,1010379,1253,23480
20221015,Jeonbuk,850178,1027,30386
20221015,Jeonnam,832095,723,6933
20221015,Gyeongbuk,1139968,1699,23516
20221015,Gyeongnam,1513354,1516,56646
20221015,Jeju,336306,219,11681
20221015,Quarantine,14131,16,8741
20221016,Seoul,4899940,5558,281356
20221016,Busan,1489288,2491,45415
20221016,Daegu,1097028,1675,63295
20221016,Incheon,1448097,1550,76263
20221016,Gwangju,738791,672,13751
20221016,Daejeon,727733,789,17009
20221016,Ulsan,539091,423,19815
20221016,Sejong,196959,45,7324
20221016,Gyeonggi,6752447,7228,230429
20221016,Gangwon,738698,1068,23990
20221016,Chungbuk,787075,879,29494
20221016,Chungnam,1011221,1256,23480
20221016,Jeonbuk,850850,1028,30386
20221016,Jeonnam,832639,725,6933
20221016,Gyeongbuk,1141302,1700,23516
20221016,Gyeongnam,1514390,1518,56646
20221016,Jeju,336466,219,11681
20221016,Quarantine,14177,16,8741
20221017,Seoul,4901855,5560,281356
20221017,Busan,1489695,2491,45415
20221017,Daegu,1097492,1676,63295
20221017,Incheon,1448813,1552,76263
20221017,Gwangju,739049,672,13751
20221017,Daejeon,728083,789,17009
20221017,Ulsan,539301,423,19815
20221017,Sejong,197057,45,7324
20221017,Gyeonggi,6755810,7231,230429
20221017,Gangwon,739196,1068,23990
20221017,Chungbuk,787386,880,29494
20221017,Chungnam,1011641,1257,23480
20221017,Jeonbuk,851172,1029,30386
20221017,Jeonnam,832930,725,6933
20221017,Gyeongbuk,1141948,1700,23516
20221017,Gyeongnam,1514962,1518,56646
20221017,Jeju,336594,219,11681
20221017,Quarantine,14229,16,8741
20221018,Seoul,4909379,5561,281356
20221018,Busan,1491478,2491,45415
20221018,Daegu,1098953,1676,63295
20221018,Incheon,1450992,1552,76263
20221018,Gwangju,739723,673,13751
20221018,Daejeon,729069,789,17009
20221018,Ulsan,539918,424,19815
20221018,Sejong,197305,45,7324
20221018,Gyeonggi,6765273,7230,230429
20221018,Gangwon,740266,1069,23990
20221018,Chungbuk,788321,880,29494
20221018,Chungnam,1012924,1258,23480
20221018,Jeonbuk,852070,1029,30386
20221018,Jeonnam,833704,725,6933
20221018,Gyeongbuk,1143452,1701,23516
20221018,Gyeongnam,1516571,1518,56646
20221018,Jeju,336772,219,11681
20221018,Quarantine,14258,16,8741
20221019,Seoul,4915270,5567,281356
20221019,Busan,1492889,2493,45415
20221019,Daegu,1100313,1677,63295
20221019,Incheon,1452806,1552,76263
20221019,Gwangju,740401,678,13751
20221019,Daejeon,729896,789,17009
20221019,Ulsan,540493,424,19815
20221019,Sejong,197513,45,7324
20221019,Gyeonggi,6773740,7246,230429
20221019,Gangwon,741510,1074,23990
20221019,Chungbuk,789257,882,29494
20221019,Chungnam,1013985,1260,23480
20221019,Jeonbuk,852955,1029,30386
20221019,Jeonnam,834370,727,6933
20221019,Gyeongbuk,1145279,1701,23516
20221019,Gyeongnam,1518011,1520,56646
20221019,Jeju,336947,219,11681
20221019,Quarantine,14278,16,8741
20221020,Seoul,4920678,5569,281356
20221020,Busan,1493985,2493,45415
20221020,Daegu,1101429,1678,63295
20221020,Incheon,1454348,1553,76263
20221020,Gwangju,741071,682,13751
20221020,Daejeon,730657,790,17009
20221020,Ulsan,540998,424,19815
20221020,Sejong,197688,45,7324
20221020,Gyeonggi,6780993,7250,230429
20221020,Gangwon,742519,1074,23990
20221020,Chungbuk,789988,882,29494
20221020,Chungnam,1014931,1265,23480
20221020,Jeonbuk,853663,1030,30386
20221020,Jeonnam,834972,728,6933
20221020,Gyeongbuk,1146830,1704,23516
20221020,Gyeongnam,1519132,1520,56646
20221020,Jeju,337089,219,11681
20221020,Quarantine,14307,16,8741
20221021,Seoul,4925731,5572,281356
20221021,Busan,1495191,2494,45415
20221021,Daegu,1102674,1680,63295
20221021,Incheon,1455946,1555,76263
20221021,Gwangju,741639,691,13751
20221021,Daejeon,731428,790,17009
20221021,Ulsan,541448,425,19815
20221021,Sejong,197858,45,7324
20221021,Gyeonggi,6788067,7254,230429
20221021,Gangwon,743459,1075,23990
20221021,Chungbuk,790757,883,29494
20221021,Chungnam,1015845,1266,23480
20221021,Jeonbuk,854367,1032,30386
20221021,Jeonnam,835561,730,6933
20221021,Gyeongbuk,1148202,1704,23516
20221021,Gyeongnam,1520247,1521,56646
20221021,Jeju,337251,219,11681
20221021,Quarantine,14332,16,8741
20221022,Seoul,4931742,5575,281356
20221022,Busan,1496409,2494,45415
20221022,Daegu,1103674,1682,63295
20221022,Incheon,1457642,1555,76263
20221022,Gwangju,742274,693,13751
20221022,Daejeon,732236,790,17009
20221022,Ulsan,541900,425,19815
20221022,Sejong,198051,45,7324
20221022,Gyeonggi,6796117,7260,230429
20221022,Gangwon,744419,1079,23990
20221022,Chungbuk,791497,883,29494
20221022,Chungnam,1016756,1269,23480
20221022,Jeonbuk,855102,1032,30386
20221022,Jeonnam,836238,730,6933
20221022,Gyeongbuk,1149604,1706,23516
20221022,Gyeongnam,1521469,1521,56646
20221022,Jeju,337418,219,11681
20221022,Quarantine,14345,16,8741
20221023,Seoul,4936912,5576,281356
20221023,Busan,1497601,2495,45415
20221023,Daegu,1104878,1682,63295
20221023,Incheon,1459302,1557,76263
20221023,Gwangju,742885,694,13751
20221023,Daejeon,733117,792,17009
20221023,Ulsan,542434,425,19815
20221023,Sejong,198270,45,7324
20221023,Gyeonggi,6803711,7264,230429
20221023,Gangwon,745253,1080,23990
20221023,Chungbuk,792208,884,29494
20221023,Chungnam,1017776,1270,23480
20221023,Jeonbuk,855954,1032,30386
20221023,Jeonnam,836895,730,6933
20221023,Gyeongbuk,1151218,1707,23516
20221023,Gyeongnam,1522752,1522,56646
20221023,Jeju,337584,219,11681
20221023,Quarantine,14376,16,8741
20221024,Seoul,4939346,5577,281356
20221024,Busan,1498094,2495,45415
20221024,Daegu,1105433,1682,63295
20221024,Incheon,1460239,1558,76263
20221024,Gwangju,743229,695,13751
20221024,Daejeon,733567,792,17009
20221024,Ulsan,542727,425,19815
20221024,Sejong,198402,45,7324
20221024,Gyeonggi,6808308,7269,230429
20221024,Gangwon,745816,1080,23990
20221024,Chungbuk,792722,884,29494
20221024,Chungnam,1018350,1271,23480
20221024,Jeonbuk,856316,1032,30386
20221024,Jeonnam,837260,730,6933
20221024,Gyeongbuk,1152080,1707,23516
20221024,Gyeongnam,1523397,1523,56646
20221024,Jeju,337731,219,11681
20221024,Quarantine,14405,16,8741
20221025,Seoul,4949401,5582,281356
20221025,Busan,1500403,2495,45415
20221025,Daegu,1107262,1682,63295
20221025,Incheon,1462879,1559,76263
20221025,Gwangju,744072,695,13751
20221025,Daejeon,735009,792,17009
20221025,Ulsan,543498,425,19815
20221025,Sejong,198841,45,7324
20221025,Gyeonggi,6821193,7271,230429
20221025,Gangwon,747160,1083,23990
20221025,Chungbuk,794091,885,29494
20221025,Chungnam,1019996,1271,23480
20221025,Jeonbuk,857361,1032,30386
20221025,Jeonnam,838287,730,6933
20221025,Gyeongbuk,1153972,1709,23516
20221025,Gyeongnam,1525427,1526,56646
20221025,Jeju,337872,219,11681
20221025,Quarantine,14432,16,8741
20221026,Seoul,4957302,5587,281356
20221026,Busan,1502255,2495,45415
20221026,Daegu,1109218,1683,63295
20221026,Incheon,1465411,1561,76263
20221026,Gwangju,745044,695,13751
20221026,Daejeon,736172,792,17009
20221026,Ulsan,544289,429,19815
20221026,Sejong,199204,45,7324
20221026,Gyeonggi,6833211,7275,230429
20221026,Gangwon,748817,1084,23990
20221026,Chungbuk,795409,888,29494
20221026,Chungnam,1021563,1271,23480
20221026,Jeonbuk,858565,1033,30386
20221026,Jeonnam,839250,730,6933
20221026,Gyeongbuk,1156341,1713,23516
20221026,Gyeongnam,1527304,1527,56646
20221026,Jeju,338152,219,11681
20221026,Quarantine,14460,16,8741
20221027,Seoul,4964148,5590,281356
20221027,Busan,1503999,2496,45415
20221027,Daegu,1110774,1685,63295
20221027,Incheon,1467628,1562,76263
20221027,Gwangju,745939,695,13751
20221027,Daejeon,737248,793,17009
20221027,Ulsan,545015,429,19815
20221027,Sejong,199546,45,7324
20221027,Gyeonggi,6843468,7277,230429
20221027,Gangwon,750117,1087,23990
20221027,Chungbuk,796483,888,29494
20221027,Chungnam,1022861,1277,23480
20221027,Jeonbuk,859568,1034,30386
20221027,Jeonnam,840062,730,6933
20221027,Gyeongbuk,1158310,1716,23516
20221027,Gyeongnam,1528958,1530,56646
20221027,Jeju,338330,219,11681
20221027,Quarantine,14482,16,8741
20221028,Seoul,4971625,5594,281356
20221028,Busan,1505674,2499,45415
20221028,Daegu,1112378,1687,63295
20221028,Incheon,1469941,1562,76263
20221028,Gwangju,746744,695,13751
20221028,Daejeon,738283,793,17009
20221028,Ulsan,545719,429,19815
20221028,Sejong,199855,45,7324
20221028,Gyeonggi,6853918,7287,230429
20221028,Gangwon,751511,1088,23990
20221028,Chungbuk,797619,889,29494
20221028,Chungnam,1024266,1279,23480
20221028,Jeonbuk,860586,1036,30386
20221028,Jeonnam,840908,732,6933
20221028,Gyeongbuk,1160143,1719,23516
20221028,Gyeongnam,1530622,1530,56646
20221028,Jeju,338547,220,11681
20221028,Quarantine,14509,16,8741
20221029,Seoul,4979197,5597,281356
20221029,Busan,1507567,2499,45415
20221029,Daegu,1114058,1689,63295
20221029,Incheon,1472265,1564,76263
20221029,Gwangju,747618,697,13751
20221029,Daejeon,739469,794,17009
20221029,Ulsan,546483,429,19815
20221029,Sejong,200156,45,7324
20221029,Gyeonggi,6864913,7288,230429
20221029,Gangwon,752891,1088,23990
20221029,Chungbuk,798828,889,29494
20221029,Chungnam,1025691,1289,23480
20221029,Jeonbuk,861614,1037,30386
20221029,Jeonnam,841846,734,6933
20221029,Gyeongbuk,1161982,1722,23516
20221029,Gyeongnam,1532288,1534,56646
20221029,Jeju,338756,220,11681
20221029,Quarantine,14533,16,8741
20221030,Seoul,4985900,5598,281356
20221030,Busan,1509124,2500,45415
20221030,Daegu,1115761,1690,63295
20221030,Incheon,1474473,1564,76263
20221030,Gwangju,748504,698,13751
20221030,Daejeon,740504,796,17009
20221030,Ulsan,547120,431,19815
20221030,Sejong,200485,45,7324
20221030,Gyeonggi,6874596,7296,230429
20221030,Gangwon,754164,1090,23990
20221030,Chungbuk,800114,890,29494
20221030,Chungnam,1027087,1293,23480
20221030,Jeonbuk,862692,1038,30386
20221030,Jeonnam,842707,734,6933
20221030,Gyeongbuk,1164030,1724,23516
20221030,Gyeongnam,1533841,1535,56646
20221030,Jeju,338984,220,11681
20221030,Quarantine,14559,16,8741
20221031,Seoul,4988999,5603,281356
20221031,Busan,1509798,2500,45415
20221031,Daegu,1116491,1691,63295
20221031,Incheon,1475661,1564,76263
20221031,Gwangju,748959,699,13751
20221031,Daejeon,741077,798,17009
20221031,Ulsan,547516,431,19815
20221031,Sejong,200664,45,7324
20221031,Gyeonggi,6880529,7297,230429
20221031,Gangwon,755004,1092,23990
20221031,Chungbuk,800746,891,29494
20221031,Chungnam,1027881,1294,23480
20221031,Jeonbuk,863282,1040,30386
20221031,Jeonnam,843231,734,6933
20221031,Gyeongbuk,1164938,1725,23516
20221031,Gyeongnam,1534627,1536,56646
20221031,Jeju,339145,220,11681
20221031,Quarantine,14597,16,8741
20221101,Seoul,5002013,5608,281356
20221101,Busan,1512830,2501,45415
20221101,Daegu,1118949,1692,63295
20221101,Incheon,1479405,1566,76263
20221101,Gwangju,750054,699,13751
20221101,Daejeon,743043,801,17009
20221101,Ulsan,548486,431,19815
20221101,Sejong,201181,45,7324
20221101,Gyeonggi,6897574,7307,230429
20221101,Gangwon,756985,1093,23990
20221101,Chungbuk,802558,892,29494
20221101,Chungnam,1030117,1296,23480
20221101,Jeonbuk,864839,1041,30386
20221101,Jeonnam,844768,734,6933
20221101,Gyeongbuk,1167463,1730,23516
20221101,Gyeongnam,1537235,1537,56646
20221101,Jeju,339370,220,11681
20221101,Quarantine,14629,16,8741
20221102,Seoul,5012946,5612,281356
20221102,Busan,1515250,2502,45415
20221102,Daegu,1121369,1692,63295
20221102,Incheon,1482708,1569,76263
20221102,Gwangju,751380,700,13751
20221102,Daejeon,744693,802,17009
20221102,Ulsan,549476,432,19815
20221102,Sejong,201704,45,7324
20221102,Gyeonggi,6913538,7318,230429
20221102,Gangwon,759255,1093,23990
20221102,Chungbuk,804542,894,29494
20221102,Chungnam,1032326,1298,23480
20221102,Jeonbuk,866446,1041,30386
20221102,Jeonnam,846148,734,6933
20221102,Gyeongbuk,1170460,1732,23516
20221102,Gyeongnam,1539602,1539,56646
20221102,Jeju,339729,220,11681
20221102,Quarantine,14656,16,8741
20221103,Seoul,5022488,5617,281356
20221103,Busan,1517466,2505,45415
20221103,Daegu,1123136,1692,63295
20221103,Incheon,1485578,1569,76263
20221103,Gwangju,752582,702,13751
20221103,Daejeon,746202,802,17009
20221103,Ulsan,550263,432,19815
20221103,Sejong,202123,45,7324
20221103,Gyeonggi,6927357,7326,230429
20221103,Gangwon,761082,1096,23990
20221103,Chungbuk,806163,894,29494
20221103,Chungnam,1034085,1302,23480
20221103,Jeonbuk,867870,1046,30386
20221103,Jeonnam,847211,734,6933
20221103,Gyeongbuk,1173071,1737,23516
20221103,Gyeongnam,1541736,1545,56646
20221103,Jeju,340010,220,11681
20221103,Quarantine,14679,16,8741
20221104,Seoul,5031160,5622,281356
20221104,Busan,1519558,2507,45415
20221104,Daegu,1125089,1692,63295
20221104,Incheon,1488207,1569,76263
20221104,Gwangju,753628,703,13751
20221104,Daejeon,747592,804,17009
20221104,Ulsan,550994,432,19815
20221104,Sejong,202520,45,7324
20221104,Gyeonggi,6940058,7333,230429
20221104,Gangwon,762716,1096,23990
20221104,Chungbuk,807653,895,29494
20221104,Chungnam,1035866,1303,23480
20221104,Jeonbuk,869160,1057,30386
20221104,Jeonnam,848272,736,6933
20221104,Gyeongbuk,1175432,1738,23516
20221104,Gyeongnam,1543652,1546,56646
20221104,Jeju,340274,221,11681
20221104,Quarantine,14701,16,8741
20221105,Seoul,5039256,5623,281356
20221105,Busan,1521532,2515,45415
20221105,Daegu,1126886,1696,63295
20221105,Incheon,1490616,1570,76263
20221105,Gwangju,754603,703,13751
20221105,Daejeon,748958,805,17009
20221105,Ulsan,551739,432,19815
20221105,Sejong,202886,45,7324
20221105,Gyeonggi,6951814,7344,230429
20221105,Gangwon,764271,1096,23990
20221105,Chungbuk,809060,896,29494
20221105,Chungnam,1037568,1309,23480
20221105,Jeonbuk,870387,1057,30386
20221105,Jeonnam,849412,737,6933
20221105,Gyeongbuk,1177675,1741,23516
20221105,Gyeongnam,1545511,1548,56646
20221105,Jeju,340516,221,11681
20221105,Quarantine,14729,16,8741
20221106,Seoul,5046413,5626,281356
20221106,Busan,1523180,2515,45415
20221106,Daegu,1128592,1696,63295
20221106,Incheon,1492675,1571,76263
20221106,Gwangju,755548,704,13751
20221106,Daejeon,750026,805,17009
20221106,Ulsan,552506,432,19815
20221106,Sejong,203203,45,7324
20221106,Gyeonggi,6962242,7349,230429
20221106,Gangwon,765593,1096,23990
20221106,Chungbuk,810482,897,29494
20221106,Chungnam,1039075,1309,23480
20221106,Jeonbuk,871639,1058,30386
20221106,Jeonnam,850332,737,6933
20221106,Gyeongbuk,1179837,1745,23516
20221106,Gyeongnam,1547206,1550,56646
20221106,Jeju,340753,221,11681
20221106,Quarantine,14775,16,8741
20221107,Seoul,5049730,5626,281356
20221107,Busan,1523749,2516,45415
20221107,Daegu,1129238,1696,63295
20221107,Incheon,1493846,1571,76263
20221107,Gwangju,756067,704,13751
20221107,Daejeon,750612,806,17009
20221107,Ulsan,552786,433,19815
20221107,Sejong,203403,45,7324
20221107,Gyeonggi,6968515,7357,230429
20221107,Gangwon,766414,1099,23990
20221107,Chungbuk,811118,897,29494
20221107,Chungnam,1039804,1312,23480
20221107,Jeonbuk,872121,1058,30386
20221107,Jeonnam,850772,738,6933
20221107,Gyeongbuk,1180891,1745,23516
20221107,Gyeongnam,1547944,1550,56646
20221107,Jeju,340907,221,11681
20221107,Quarantine,14821,16,8741
20221108,Seoul,5063886,5629,281356
20221108,Busan,1526921,2517,45415
20221108,Daegu,1131955,1699,63295
20221108,Incheon,1497746,1571,76263
20221108,Gwangju,757280,704,13751
20221108,Daejeon,752843,807,17009
20221108,Ulsan,553779,433,19815
20221108,Sejong,204060,46,7324
20221108,Gyeonggi,6986741,7370,230429
20221108,Gangwon,768403,1102,23990
20221108,Chungbuk,813039,897,29494
20221108,Chungnam,1042381,1312,23480
20221108,Jeonbuk,873758,1059,30386
20221108,Jeonnam,852235,738,6933
20221108,Gyeongbuk,1183319,1748,23516
20221108,Gyeongnam,1550631,1551,56646
20221108,Jeju,341173,221,11681
20221108,Quarantine,14846,16,8741
20221109,Seoul,5076365,5637,281356
20221109,Busan,1529624,2519,45415
20221109,Daegu,1134659,1702,63295
20221109,Incheon,1501607,1574,76263
20221109,Gwangju,758857,704,13751
20221109,Daejeon,754792,807,17009
20221109,Ulsan,554968,434,19815
20221109,Sejong,204525,46,7324
20221109,Gyeonggi,7005258,7397,230429
20221109,Gangwon,770848,1106,23990
20221109,Chungbuk,815330,897,29494
20221109,Chungnam,1044934,1312,23480
20221109,Jeonbuk,875624,1061,30386
20221109,Jeonnam,853773,739,6933
20221109,Gyeongbuk,1186445,1755,23516
20221109,Gyeongnam,1553462,1552,56646
20221109,Jeju,341522,221,11681
20221109,Quarantine,14862,16,8741
20221110,Seoul,5087434,5643,281356
20221110,Busan,1532092,2523,45415
20221110,Daegu,1137167,1703,63295
20221110,Incheon,1504859,1578,76263
20221110,Gwangju,760315,705,13751
20221110,Daejeon,756576,808,17009
20221110,Ulsan,555985,434,19815
20221110,Sejong,205045,46,7324
20221110,Gyeonggi,7021521,7411,230429
20221110,Gangwon,772760,1111,23990
20221110,Chungbuk,817321,898,29494
20221110,Chungnam,1047155,1314,23480
20221110,Jeonbuk,877328,1063,30386
20221110,Jeonnam,855192,740,6933
20221110,Gyeongbuk,1189264,1761,23516
20221110,Gyeongnam,1556008,1556,56646
20221110,Jeju,341886,221,11681
20221110,Quarantine,14890,16,8741
20221111,Seoul,5098331,5643,281356
20221111,Busan,1534777,2526,45415
20221111,Daegu,1139540,1708,63295
20221111,Incheon,1508461,1580,76263
20221111,Gwangju,761601,707,13751
20221111,Daejeon,758361,809,17009
20221111,Ulsan,556969,435,19815
20221111,Sejong,205499,46,7324
20221111,Gyeonggi,7037324,7423,230429
20221111,Gangwon,774728,1112,23990
20221111,Chungbuk,819161,898,29494
20221111,Chungnam,1049438,1316,23480
20221111,Jeonbuk,878978,1065,30386
20221111,Jeonnam,856482,742,6933
20221111,Gyeongbuk,1191958,1766,23516
20221111,Gyeongnam,1558530,1558,56646
20221111,Jeju,342233,221,11681
20221111,Quarantine,14922,16,8741
20221112,Seoul,5109158,5655,281356
20221112,Busan,1537536,2526,45415
20221112,Daegu,1141968,1713,63295
20221112,Incheon,1511697,1581,76263
20221112,Gwangju,762933,710,13751
20221112,Daejeon,760259,812,17009
20221112,Ulsan,557989,436,19815
20221112,Sejong,205996,46,7324
20221112,Gyeonggi,7052602,7437,230429
20221112,Gangwon,776638,1112,23990
20221112,Chungbuk,821017,899,29494
20221112,Chungnam,1051785,1317,23480
20221112,Jeonbuk,880682,1065,30386
20221112,Jeonnam,857896,744,6933
20221112,Gyeongbuk,1194662,1769,23516
20221112,Gyeongnam,1561201,1558,56646
20221112,Jeju,342619,221,11681
20221112,Quarantine,14958,16,8741
20221113,Seoul,5118415,5660,281356
20221113,Busan,1539901,2528,45415
20221113,Daegu,1144297,1717,63295
20221113,Incheon,1514543,1584,76263
20221113,Gwangju,764453,710,13751
20221113,Daejeon,761891,814,17009
20221113,Ulsan,558952,441,19815
20221113,Sejong,206441,46,7324
20221113,Gyeonggi,7065862,7447,230429
20221113,Gangwon,778208,1116,23990
20221113,Chungbuk,822701,899,29494
20221113,Chungnam,1053845,1318,23480
20221113,Jeonbuk,882450,1066,30386
20221113,Jeonnam,859215,745,6933
20221113,Gyeongbuk,1197394,1775,23516
20221113,Gyeongnam,1563522,1562,56646
20221113,Jeju,342945,221,11681
20221113,Quarantine,15003,16,8741
20221114,Seoul,5122060,5665,281356
20221114,Busan,1540850,2530,45415
20221114,Daegu,1145343,1721,63295
20221114,Incheon,1515949,1585,76263
20221114,Gwangju,765145,713,13751
20221114,Daejeon,762793,815,17009
20221114,Ulsan,559417,448,19815
20221114,Sejong,206628,47,7324
20221114,Gyeonggi,7073323,7453,230429
20221114,Gangwon,779184,1118,23990
20221114,Chungbuk,823610,899,29494
20221114,Chungnam,1054911,1320,23480
20221114,Jeonbuk,883083,1067,30386
20221114,Jeonnam,859806,749,6933
20221114,Gyeongbuk,1198661,1779,23516
20221114,Gyeongnam,1564799,1562,56646
20221114,Jeju,343180,222,11681
20221114,Quarantine,15043,16,8741
20221115,Seoul,5137596,5669,281356
20221115,Busan,1545390,2533,45415
20221115,Daegu,1148595,1721,63295
20221115,Incheon,1520400,1587,76263
20221115,Gwangju,766720,714,13751
20221115,Daejeon,765404,816,17009
20221115,Ulsan,560719,454,19815
20221115,Sejong,207262,48,7324
20221115,Gyeonggi,7093817,7463,230429
20221115,Gangwon,781315,1118,23990
20221115,Chungbuk,825763,901,29494
20221115,Chungnam,1057990,1321,23480
20221115,Jeonbuk,885132,1067,30386
20221115,Jeonnam,861607,752,6933
20221115,Gyeongbuk,1201679,1784,23516
20221115,Gyeongnam,1568700,1562,56646
20221115,Jeju,343489,222,11681
20221115,Quarantine,15066,16,8741
20221116,Seoul,5150070,5679,281356
20221116,Busan,1548754,2536,45415
20221116,Daegu,1151531,1723,63295
20221116,Incheon,1524225,1590,76263
20221116,Gwangju,768657,715,13751
20221116,Daejeon,767520,820,17009
20221116,Ulsan,561992,455,19815
20221116,Sejong,207789,48,7324
20221116,Gyeonggi,7112835,7472,230429
20221116,Gangwon,783786,1120,23990
20221116,Chungbuk,828067,903,29494
20221116,Chungnam,1060723,1322,23480
20221116,Jeonbuk,887376,1067,30386
20221116,Jeonnam,863379,755,6933
20221116,Gyeongbuk,1205348,1786,23516
20221116,Gyeongnam,1572112,1566,56646
20221116,Jeju,343944,222,11681
20221116,Quarantine,15098,16,8741
20221117,Seoul,5160910,5693,281356
20221117,Busan,1551718,2542,45415
20221117,Daegu,1153926,1725,63295
20221117,Incheon,1527535,1593,76263
20221117,Gwangju,770194,723,13751
20221117,Daejeon,769351,823,17009
20221117,Ulsan,563126,455,19815
20221117,Sejong,208239,48,7324
20221117,Gyeonggi,7128524,7481,230429
20221117,Gangwon,785606,1121,23990
20221117,Chungbuk,829905,905,29494
20221117,Chungnam,1063278,1328,23480
20221117,Jeonbuk,889128,1068,30386
20221117,Jeonnam,864738,755,6933
20221117,Gyeongbuk,1208110,1792,23516
20221117,Gyeongnam,1574892,1571,56646
20221117,Jeju,344314,223,11681
20221117,Quarantine,15122,16,8741
20221118,Seoul,5170643,5705,281356
20221118,Busan,1554267,2543,45415
20221118,Daegu,1156108,1728,63295
20221118,Incheon,1530401,1596,76263
20221118,Gwangju,771581,725,13751
20221118,Daejeon,770860,826,17009
20221118,Ulsan,564000,459,19815
20221118,Sejong,208644,48,7324
20221118,Gyeonggi,7142586,7497,230429
20221118,Gangwon,787323,1123,23990
20221118,Chungbuk,831548,906,29494
20221118,Chungnam,1065297,1330,23480
20221118,Jeonbuk,890785,1072,30386
20221118,Jeonnam,866076,759,6933
20221118,Gyeongbuk,1210713,1794,23516
20221118,Gyeongnam,1577345,1575,56646
20221118,Jeju,344670,223,11681
20221118,Quarantine,15160,16,8741
20221119,Seoul,5180762,5715,281356
20221119,Busan,1557051,2546,45415
20221119,Daegu,1158366,1735,63295
20221119,Incheon,1533280,1603,76263
20221119,Gwangju,772941,725,13751
20221119,Daejeon,772487,828,17009
20221119,Ulsan,564937,460,19815
20221119,Sejong,209036,48,7324
20221119,Gyeonggi,7156918,7506,230429
20221119,Gangwon,789011,1127,23990
20221119,Chungbuk,833186,907,29494
20221119,Chungnam,1067476,1333,23480
20221119,Jeonbuk,892469,1074,30386
20221119,Jeonnam,867317,762,6933
20221119,Gyeongbuk,1213161,1801,23516
20221119,Gyeongnam,1579975,1581,56646
20221119,Jeju,345010,223,11681
20221119,Quarantine,15183,16,8741
20221120,Seoul,5189562,5720,281356
20221120,Busan,1559674,2550,45415
20221120,Daegu,1160136,1738,63295
20221120,Incheon,1536070,1607,76263
20221120,Gwangju,774416,725,13751
20221120,Daejeon,773928,829,17009
20221120,Ulsan,566014,460,19815
20221120,Sejong,209468,48,7324
20221120,Gyeonggi,7169300,7511,230429
20221120,Gangwon,790361,1129,23990
20221120,Chungbuk,834790,910,29494
20221120,Chungnam,1069431,1340,23480
20221120,Jeonbuk,894167,1075,30386
20221120,Jeonnam,868593,762,6933
